Course_Lang,Remarks,Int_Fees,Country,Face_to_Face,Website,Prerequisite_1,Faculty,Blended,Description,University,Prerequisite_1_grade_1,Level_Code,Career_Outcomes/path,Duration_Time,Local_Fees,Online,City,Currency,Prerequisite_3_grade_3,Course,Prerequisite_3,Availability,Prerequisite_2_grade_2,Offline,Currency_Time,Duration,Full_Time,Prerequisite_2,Part_Time,Distance
English,,"34,000",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-science-biomedical-science,ATAR,Science,No,"The course covers the theory, practical experience and knowledge necessary for graduates to gain employment in the biomedical professions. Included in the course are studies in anatomy, physiology, microbiology, immunology, pharmacology and biomedical ethics. Graduates can continue on to specialise in one of these laboratory disciplines: medical microbiology, clinical chemistry, transfusion science, haematology, histopathology, cytology, virology, immunology, medicine.",Edith Cowan University,70,BA,"Audiology, Biochemistry Technician, Haematology Technician, Histology Technician, Laboratory Manager, Laboratory Technician, Medical Researcher, Microbiology Technician, Biomedical Technician, Publishers Representative",Years,"10,200",No,Perth,AUD,Year 12,Bachelor of Science (Biomedical Science),Equivalent ,A,6.0,Yes,Years,3.0,Yes,IELTS,No,No
English,,"35,000",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-science-conservation-and-wildlife-biology,ATAR,Science,No,"Students develop the ability to analyse the complex interplays between humans and the natural world, and to apply the tools of modern biology to devising approaches that tackle important conservation issues. The course covers ecology, genetics, wildlife management, animal and plant biology, evolution and the theory and practice of conservation biology. Students benefit from a learning environment inspired by world class research academics with strong industry and government links.",Edith Cowan University,70,BA,"Biodiversity Manager, Nature Conservationist, Environmental Consultant, Botanist, Wildlife Conservation Worker, Environmental Educator, Natural Resource Officer, Biologist, Environmental Management Officer, Environmental Scientist",Years,"9,700",No,Perth,AUD,Year 12,Bachelor of Science (Conservation and Wildlife Biology),Equivalent ,A,6.0,Yes,Years,3.0,Yes,IELTS,No,No
English,,"34,050",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-science-cyber-security,ATAR,Science,Yes,"Students will gain a solid grounding in conventional computer and network security concepts and skills. In addition, the course is designed to meet the changing landscape of secure computing, which involves not only computers, but also network enabled devices such as smartphones, tablet devices, and Internet of Things (IoT).",Edith Cowan University,70,BA,"Cyber Security Analyst, Cyber Security Officer, Technical IT Security Officer, Network Security Engineer, Digital Forensic Practitioner (Acquisition and Analysis), Information Security Auditor, Information Security Analyst, Security Consultant, Software Auditor, Systems Administrator (Security), Information Security Officer, Penetration Tester",Years,"9,700",Yes,Perth,AUD,Year 12,Bachelor of Science (Cyber Security),Equivalent ,A,6.0,Yes,Years,3.0,Yes,IELTS,Yes,Yes
English,,"35,000",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-science-environmental-management,ATAR,Science,No,Focuses on the multidisciplinary nature of environmental management. Students gain a grounding in the biological and physical aspects of the environment and the knowledge and skills used in its management.,Edith Cowan University,70,BA,"Environmental Officer, Environmental Consultant, Catchment Officer, Natural Resource Officer, Environmental Management Officer, Conservation Field Officer, Land Management Officer, Environmental Consultant, Landcare Officer, Environmental Educator",Years,"9,700",No,Perth,AUD,Year 12,Bachelor of Science (Environmental Management),Equivalent ,A,6.0,Yes,Years,3.0,Yes,IELTS,No,No
English,,"34,900",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-science-exercise-and-sports-science,ATAR,Science,No,"Students will be able to specialise in the design, implementation and evaluation of programs targeted at improving general health and well-being, the prevention of chronic disease and the enhancement of sports and exercise performance.",Edith Cowan University,70,BA,"Exercise Scientist, Exercise Physiologist, Biomechanist, Personal Trainer, Sports Coach, Sports & Exercise Scientist, Researcher, Strength & Conditioning Coach, Sports Medicine Trainer, Exercise Rehabilitation Coach",Years,"8,700",No,Perth,AUD,Year 12,Bachelor of Science (Exercise and Sports Science),Equivalent ,A,6.0,Yes,Years,3.0,Yes,IELTS,No,No
English,,"34,900",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-science-exercise-and-sports-science,ATAR,Science,No,"Students will be able to specialise in the design, implementation and evaluation of programs targeted at improving general health and well-being, the prevention of chronic disease and the enhancement of sports and exercise performance.",Edith Cowan University,70,BA,"Exercise Scientist, Exercise Physiologist, Biomechanist, Personal Trainer, Sports Coach, Sports & Exercise Scientist, Researcher, Strength & Conditioning Coach, Sports Medicine Trainer, Exercise Rehabilitation Coach",Years,"8,700",No,Bunbury,AUD,Year 12,Bachelor of Science (Exercise and Sports Science),Equivalent ,A,6.0,Yes,Years,3.0,Yes,IELTS,No,No
English,,"33,400",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-science-exercise-and-sports-science-bachelor-of-commerce-sport-business,ATAR,Science,No,"The course is designed for students who wish to gain a comprehensive understanding of sport through both the business and management of sport organisations, as well as the science underpinning exercise for health and sporting performance. The Exercise & Sports Science core degree equips students with the knowledge and practical skills to specialise in the design, implementation and evaluation of programs spanning from improving general health and well-being to enhancing sport performance in elite athletes. The course commences with the study of the human body and focuses on the application to exercise and sport including; exercise physiology, exercise and sports psychology, biomechanics, motor learning and control and strength and conditioning. The Sports Business core degree equips students with the knowledge and practical skills required to function as professionals and industry leaders in contemporary sport agencies and organisations, as well as managing their own sport business. The course commences with an introduction to the sport industry and the application of key business principles and practices including; accounting, marketing, business analytics, sport delivery systems, strategic and human resource management, funding and finance, legal aspects, sport venue and event management, and sport business planning.",Edith Cowan University,70,BA,"Sport Business Owner/Manager, Sport Development Officer/Manager, Corporate Fitness Director, Physical Activity Coordinator, Player Welfare Manager, High Performance Manager, Health and Wellness Case Manager, Health and Fitness Centre Leader, Sports Coaching Director, Strength and Conditioning Coordinator",Years,"10,950",No,Perth,AUD,Year 12,Bachelor of Science (Exercise and Sports Science) Bachelor of Commerce (Sport Business),Equivalent ,A,6.0,Yes,Years,4.0,Yes,IELTS,No,No
English,,"34,750",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-science-exercise-science-and-rehabilitation,ATAR,Science,No,"Provides students with the opportunity to gain knowledge, skills and experience in clinical exercise delivery, healthy lifestyle intervention and wellness programs for people living with chronic conditions or injuries, and the healthy population.",Edith Cowan University,80,BA,,Years,"9,050",No,Perth,AUD,Year 12,Bachelor of Science (Exercise Science and Rehabilitation),Equivalent ,A,6.0,Yes,Years,4.0,Yes,IELTS,No,No
English,,"35,000",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-science-marine-and-freshwater-biology,ATAR,Science,No,There is an emphasis on the continuity of these environments across the transition from freshwater to estuarine and into marine systems. Students develop skills that are required to understand and manage such systems. Students benefit from a learning environment inspired by world class research academics with strong industry and government links.,Edith Cowan University,70,BA,"Marine Scientist, Aquatic Biologist, Marine Park Manager, Marine Biologist, Environmental Officer, Water Manager, Catchment Coordinator, Aquatic Scientist, Natural Resource Manager, Fisheries Officer",Years,"9,700",No,Perth,AUD,Year 12,Bachelor of Science (Marine and Freshwater Biology),Equivalent ,A,6.0,Yes,Years,3.0,Yes,IELTS,No,No
English,,"35,550",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-science-nursing-studies,ATAR,Science,Yes,The course is not professionally-accredited and therefore does not lead to registration with the Nurses and Midwives Board of Australia.,Edith Cowan University,70,BA,,Years,"6,850",Yes,Perth,AUD,Year 12,Bachelor of Science (Nursing Studies),Equivalent ,A,6.0,Yes,Years,3.0,Yes,IELTS,Yes,Yes
English,,"35,550",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-science-nursing-studies,ATAR,Science,Yes,The course is not professionally-accredited and therefore does not lead to registration with the Nurses and Midwives Board of Australia.,Edith Cowan University,70,BA,,Years,"6,850",Yes,Bunbury,AUD,Year 12,Bachelor of Science (Nursing Studies),Equivalent ,A,6.0,Yes,Years,3.0,Yes,IELTS,Yes,Yes
English,,"35,450",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-science-nursing,ATAR,Science,No,The course is designed to enable graduates to be well prepared to make significant contributions to the outcomes of patients within a diverse range of health care settings.,Edith Cowan University,70,BA,,Years,"7,200",No,Perth,AUD,Year 12,Bachelor of Science (Nursing),Equivalent ,A,6.0,Yes,Years,3.0,Yes,IELTS,No,No
English,,"35,450",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-science-nursing,ATAR,Science,No,The course is designed to enable graduates to be well prepared to make significant contributions to the outcomes of patients within a diverse range of health care settings.,Edith Cowan University,70,BA,,Years,"7,200",No,Bunbury,AUD,Year 12,Bachelor of Science (Nursing),Equivalent ,A,6.0,Yes,Years,3.0,Yes,IELTS,No,No
English,,"44,350",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-science-nursing-bachelor-of-science-midwifery,ATAR,Science,No,"The course offers an innovative and broad study approach, with graduates ready for beginning level practice in both midwifery and nursing. It provides students with the knowledge and skills to deliver high quality care within the healthcare environment. ",Edith Cowan University,75,BA,,Years,"8,900",No,Perth,AUD,Year 12,Bachelor of Science (Nursing) Bachelor of Science (Midwifery),Equivalent ,A,6.0,Yes,Years,4.0,Yes,IELTS,No,No
English,,"44,350",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-science-nursing-bachelor-of-science-midwifery,ATAR,Science,No,"The course offers an innovative and broad study approach, with graduates ready for beginning level practice in both midwifery and nursing. It provides students with the knowledge and skills to deliver high quality care within the healthcare environment. ",Edith Cowan University,75,BA,,Years,"8,900",No,Bunbury,AUD,Year 12,Bachelor of Science (Nursing) Bachelor of Science (Midwifery),Equivalent ,A,6.0,Yes,Years,4.0,Yes,IELTS,No,No
English,,"34,200",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-science-occupational-therapy,ATAR,Science,No,"Fieldwork placements commence in the first year and throughout the course, and provide students with valuable learning experiences in a range of settings. Graduates will possess a sound knowledge and understanding of professional principles and processes and will be able to generalise their attributes and skills in new situations. Students with a Weighted Average Mark (WAM) of 70 per cent or higher after the third year of study may be invited to complete an Honours program within the fourth year. Those students will transfer to the Bachelor of Science (Occupational Therapy) Honours for the fourth and final year.",Edith Cowan University,80,BA,,Years,"10,150",No,Perth,AUD,Year 12,Bachelor of Science (Occupational Therapy),Equivalent ,A,6.0,Yes,Years,4.0,Yes,IELTS,No,No
English,,"34,700",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-science-paramedical-science,ATAR,Science,No,"Students will develop an understanding of professional and ethical practice, communication and safe practice within the public health, social, cultural and clinical paramedical science environments.",Edith Cowan University,70,BA,"Paramedic, Critical Care Paramedic, Community Paramedic, Industrial Paramedic, Ambulance Officer, Intensive Care Paramedic, Retrieval Paramedic",Years,"10,350",Yes,Perth,AUD,Year 12,Bachelor of Science (Paramedical Science),Equivalent ,A,6.0,Yes,Years,3.0,Yes,IELTS,No,Yes
English,,"35,200",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-science-security,ATAR,Science,Yes,"The course emphasizes the diagnosis of security concerns through a risk approach. Then the development of the security strategy applying theories and principles of security before commissioning and ongoing management of the protection solution. It is supported by appropriate studies in technology, law and ethics. ",Edith Cowan University,70,BA,"Security Manager, Corporate Security Manager, Security Consultant, Security Engineer, Critical Infrastructure Manager, Organisational Security Manager, Security Systems Manager, Security Analyst, Security Auditor, Risk and Security Manager",Years,"9,350",Yes,Perth,AUD,Year 12,Bachelor of Science (Security),Equivalent ,A,6.0,Yes,Years,3.0,Yes,IELTS,Yes,Yes
English,,"34,700",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-science-honours,ATAR,Science,No,"Ideal for students interested in independent research, this course involves a research thesis on the student's topic of choice, preparing them for a scientific research career.",Edith Cowan University, ,HONS,,Year,"9,150",No,Perth,AUD,Year 12,Bachelor of Science Honours,Equivalent ,A,6.0,Yes,Years,1.0,Yes,IELTS,No,No
English,,"32,800",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-science-bachelor-of-commerce,ATAR,Science,No,"The four years include concurrent study in both disciplines, with students choosing one major in science and another in commerce. The course provides multiple possibilities for international study and/or exchange, and a choice of electives to broaden knowledge and skills.",Edith Cowan University,70,BA,"Sustainability Officer, Climate Change Adaptation Manager, Scientific Consultant, Government Scientist, Scientific Adviser, Business Manager, Business Consultant/Adviser, Marketing Officer",Years,"10,550",No,Perth,AUD,Year 12,Bachelor of Science Bachelor of Commerce,Equivalent ,A,6.0,Yes,Years,4.0,Yes,IELTS,No,No
English,,"33,000",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-social-science,ATAR,Science,Yes,"This course equips you with an understanding of how society works and how you can make a positive change. You learn to analyse, challenge and gain insight into globally significant theories about class, race, work, social justice, gender, family and communities. You will also explore the exciting complexities of the human social experience and armed with these in-depth insights, you can help policy makers find the right solutions to improve the society in which we exist.",Edith Cowan University,70,BA,"Community Worker, Community Development Officer, Policy Officer, Family Support Officer, Parent Education Coordinator, Project Officer",Years,"6,850",Yes,Perth,AUD,Year 12,Bachelor of Social Science,Equivalent ,A,6.0,Yes,Years,3.0,Yes,IELTS,Yes,Yes
English,,"30,800",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-social-work,ATAR,Arts and Humanities,No,"Students undertake studies in social work theory and practice, research, politics, policy, law, and ethics, with particular reference to the relevance of this knowledge to practise in regional, rural and remote settings. This is an entry qualification into the social work profession and has been determined to meet the Australian Social Work Education and Accreditation Standards of the Australian Association of Social Workers (AASW). ",Edith Cowan University,70,BA,,Years,"6,850",Yes,Bunbury,AUD,Year 12,Bachelor of Social Work,Equivalent ,A,6.0,Yes,Years,4.0,Yes,IELTS,No,Yes
English,,"36,300",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-speech-pathology,ATAR,Medical and Health Sciences,No,"Speech Pathologists provide diagnostic assessment and management of disorders of communication and swallowing for people of all ages, from babies to the elderly. They work with a wide range of problems like stuttering, voice problems, language disorders and physical and intellectual disabilities. If you are passionate about communicating, have an interest in helping people across the lifespan, this might be a career for you. Speech Pathology includes science, communication and being creative in planning therapy. One of the best things about studying Speech Pathology at ECU is starting your practical experience in your first year. And with our smaller student cohort and greater personal attention you’ll receive from our experienced lecturers, it’s the best way to start your new career. ",Edith Cowan University,80,BA,Speech Pathologist,Years,"9,050",No,Perth,AUD,Year 12,Bachelor of Speech Pathology,Equivalent ,A,6.0,Yes,Years,4.0,Yes,IELTS,No,No
English,,"31,850",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-sport-recreation-and-event-management,ATAR,Business and Law,No,"This course commences with an introduction to the sport, recreation and event sector and focuses on the key aspects of sport delivery systems, event management, leadership and programming, culture and professional identity development, sport and recreation facilities and services management, strategic and human resource management, marketing and communications, funding and finance, sport venue management, event operations management, legal aspects, and business research and planning. Students also undertake a range of professional industry practice opportunities, and community-interactive project work in the relevant industries. Students have the opportunity to further specialise their studies with a stronger industry focus in various fields, such as marketing, sports science, human resource management, public relations, or tourism and hospitality management. Students graduate ready to enter the fast-paced and dynamic sport, recreation and events sector, having learnt the industry-focused theoretical knowledge and practical skills required to succeed.",Edith Cowan University,70,BA,"Sport and Recreation Event Manager, Recreation Services Manager, Sport Association CEO, Sport Development Manager, Sport Marketing and Sponsorship Manager, Sport Corporate Affairs Manager, Sport Communications Manager, Sport Membership Manager, Sport Club Manager, Player Manager",Years,"10,100",Yes,Perth,AUD,Year 12,"Bachelor of Sport, Recreation and Event Management",Equivalent ,A,6.0,Yes,Years,3.0,Yes,IELTS,No,Yes
English,,"33,800",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-sustainability,ATAR,Science,No,"To meet this challenge, society will need graduates with an awareness and understanding of disciplines from across environmental, social and economic domains. The environmental domain covers the water, air and soil and the biota that inhabit them, while the economic domain deals with the financial and managerial aspects of business and resource decisions. The social domain recognises that people are both the cause of and solution to sustainability issues. Students will receive practical and theoretical guidance in a set of skills that are essential for solving problems: systems thinking, critical thinking, and decision-making, and will build personal attributes that will enable them to work in teams to generate new ideas, and new solutions. Studies will include an emphasis on field-based exercises and workplace learning.",Edith Cowan University,70,BA,"Sustainability Officer, Sustainability Practitioner, Sustainability Consultant, Government Officer, Scientific Adviser",Years,"9,050",No,Perth,AUD,Year 12,Bachelor of Sustainability,Equivalent ,A,6.0,Yes,Years,3.0,Yes,IELTS,No,No
English,,"31,400",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-technology-aeronautical,ATAR,Engineering,No,"The only course of its kind in Western Australia, aeronautical technology deals with the science and technology of aviation, including aircraft systems, materials and manufacturing technology, and aircraft operation. Areas of study include a foundation in science and mathematics, along with engineering mechanics, computer-aided design, engineering materials, and thermodynamics and fluids. It also covers specific aviation science subjects such as aircraft systems and structures, aircraft propulsion and aerodynamics. Students will also gain an understanding of the operation and performance of aircraft from the point-of-view of an aviation technologist. The course focuses on the development of knowledge and skills relevant to the aviation industry, and, along with a sound theoretical base, includes strong elements of practical problem-solving, team work and project work. As a result, students will have multiple technical and transferable skill competencies, and will graduate with strong analytical skills and the ability to contribute to complex projects. Provided appropriate electives are chosen, graduating students can apply to articulate into ECU's Master of Engineering course, specialising in either Mechanical or Civil Engineering. This enables students to achieve professional engineer status after a further two years of study.",Edith Cowan University,70,BA,,Years,"9,700",No,Perth,AUD,Year 12,Bachelor of Technology (Aeronautical),Equivalent ,A,6.0,Yes,Years,3.0,Yes,IELTS,No,No
English,,"31,450",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-technology-electronic-and-computer-systems,ATAR,Science,No,Provides a pathway for students who wish to pursue a career as a technologist in the fields of electronics or computer systems.,Edith Cowan University,70,BA,,Years,"9,700",No,Perth,AUD,Year 12,Bachelor of Technology (Electronic and Computer Systems),Equivalent ,A,6.0,Yes,Years,3.0,Yes,IELTS,No,No
English,,"31,450",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-technology-engineering,ATAR,Engineering,No,This course can also be used as a pathway to the Bachelor of Engineering Honours courses.,Edith Cowan University,70,BA,"Engineering Technologist, Engineering Technician",Years,"9,700",No,Perth,AUD,Year 12,Bachelor of Technology (Engineering),Equivalent ,A,6.0,Yes,Years,3.0,Yes,IELTS,No,No
English,,"31,500",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-technology-motorsports,ATAR,Medical and Health Sciences,No,"Students gain a solid understanding of the design, simulation and fabrication processes, and the management issues associated with production of the complex automotive systems and the components that underpin the motorsport industry. The course provides a stimulating and supportive learning environment, with an enthusiastic and articulate approach that reflects the culture of motorsports. Students also have the opportunity to further develop competencies through the provision of extra-curricular activities to help progression into the motorsports industry. Applicants from South West WA will be able to study only the first year (up to eight foundation units) of this degree at ECU's Bunbury Campus, which may include attending a short set of lab sessions at Joondalup Campus by the end of each semester. After completing these eight units, Bunbury students will need to attend ECU's Joondalup Campus to complete the rest of their course. This option is only available for domestic students living in the South West region of WA.",Edith Cowan University,70,BA,"Automotive Technologist, Mechanical Technologist",Years,"9,700",No,Perth,AUD,Year 12,Bachelor of Technology (Motorsports),Equivalent ,A,6.0,Yes,Years,3.0,Yes,IELTS,No,No
English,,"33,450",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-youth-work,ATAR,Arts and Humanities,No,"Students can choose complementary areas of study such as Aboriginal and Intercultural Studies, Addiction Studies, Community Work, Criminology, Psychology, Counselling, Visual Arts, Media and Communication, Events Management, and Outdoor Adventure.",Edith Cowan University,70,BA,"Youth Worker, Youth Support Worker, Youth Development Officer, Youth Activities Officer, Youth Welfare Worker, Youth and Family Mediation, Youth Health Educator, Youth Policy Officer, Youth Outreach Worker, Youth Engagement Worker, Youth Mental Health Worker, School Chaplain, Youth Mental Health Care Coordinator, Youth and Community Worker, Community Education Worker (Youth), Youth Officer, Youth Liaison Worker, School Retention and Participation Officer.",Years,"8,300",Yes,Perth,AUD,Year 12,Bachelor of Youth Work,Equivalent ,A,6.0,Yes,Years,3.0,Yes,IELTS,No,Yes
English,, ,Australia,Yes,https://www.ecu.edu.au/degrees/courses/certificate-iv-in-aboriginal-performance,ATAR,Western Australian Academy of Performing Arts,No,"Successful students will also have a basic knowledge of indigenous culture as it relates to performance and understand the communication skills required to audition for roles in theatre, television and film. ",Edith Cowan University, ,BA,,Year, ,No,Perth,AUD,Year 12,Certificate IV in Aboriginal Performance,Equivalent ,D,6.0,Yes,Years,1.0,Yes,IELTS,Yes,No
English,, ,Australia,Yes,https://www.ecu.edu.au/degrees/courses/diploma-of-acting,ATAR,Western Australian Academy of Performing Arts,No,"On successful completion of the course, students will have integrated theatre acting, voice, movement, and industry practice into a tangible performance skill, acquired knowledge of script analysis in the context of acting for theatre, and be cognisant of the communication and pre-professional skills necessary to audition for and perform roles in theatre. ",Edith Cowan University, ,DIP,,Year, ,No,Perth,AUD,Year 12,Diploma of Acting,Equivalent ,D,6.0,Yes,Years,1.0,Yes,IELTS,Yes,No
English,, ,Australia,Yes,https://www.ecu.edu.au/degrees/courses/diploma-of-dance-elite-performance,ATAR,Western Australian Academy of Performing Arts,No,"The course provides intense technical training and develops stylistic/artistic expression through practical experience, classes and performance opportunities. Students develop technical and creative skills in discipline areas of ballet, pointe, pas de deux and solos, contemporary techniques, choreography, dance history, music for dance, anatomy, nutrition and fitness.",Edith Cowan University, ,DIP,,Year, ,No,Perth,AUD,Year 12,Diploma of Dance (Elite Performance),Equivalent ,D,6.0,Yes,Years,1.0,Yes,IELTS,Yes,No
English,, ,Australia,Yes,https://www.ecu.edu.au/degrees/courses/diploma-of-environmental-health,ATAR,Science,No,"Students graduate with the ability to think critically about prevention and control of communicable and environmental disease and a range of other environmental health issues, to work independently and as part of a team, and plan and coordinate environmental health projects. ",Edith Cowan University, ,DIP,"Environmental Health Assistant, Environmental Health Cadet, Environmental Health Technical Officer",Year,"9,700",Yes,Perth,AUD,Year 12,Diploma of Environmental Health,Equivalent ,D,6.0,Yes,Years,1.0,Yes,IELTS,Yes,Yes
English,, ,Australia,Yes,https://www.ecu.edu.au/degrees/courses/diploma-of-environmental-health,ATAR,Science,No,"Students graduate with the ability to think critically about prevention and control of communicable and environmental disease and a range of other environmental health issues, to work independently and as part of a team, and plan and coordinate environmental health projects. ",Edith Cowan University, ,DIP,"Environmental Health Assistant, Environmental Health Cadet, Environmental Health Technical Officer",Year,"9,700",Yes,Bunbury,AUD,Year 12,Diploma of Environmental Health,Equivalent ,D,6.0,Yes,Years,1.0,Yes,IELTS,Yes,Yes
English,, ,Australia,Yes,https://www.ecu.edu.au/degrees/courses/diploma-of-live-production-and-technical-services,ATAR,Western Australian Academy of Performing Arts,No,"This course may appeal to those who have an interest in design, lighting, props, scenery, stage management and similar aspects of production. The course is structured to provide skills and experience consistent with the growing needs of the entertainment industry. Students work as directed on productions mounted by WAAPA and begin by assisting, until sufficiently skilled, to perform designated tasks. In the final year of the program, students will be expected to provide service at a professional level of competence.",Edith Cowan University, ,DIP,"Scenic Designer, Costume Designer, Stylist, Art Finisher, Costumier, Dresser, Film Standby, Milliner, Muralist, Stage Manager",Year, ,No,Perth,AUD,Year 12,Diploma of Live Production and Technical Services,Equivalent ,D,6.0,Yes,Years,1.0,Yes,IELTS,Yes,No
English,, ,Australia,Yes,https://www.ecu.edu.au/degrees/courses/diploma-of-music-industry,ATAR,Western Australian Academy of Performing Arts,No,"As well as gaining essential theoretical knowledge, students will be assessed on their understanding of the specialised, technical and managerial competencies required to work in the music industry. Students learn in a multi-disciplinary performing arts academy, and have access to hundreds of outstanding performances over the course of the year. Within the course students can specialise in Composition, Sound Production or Performance (Classical, Jazz, Contemporary Performance, or Contemporary Music Artist). ",Edith Cowan University, ,DIP,"Musician, Performance Artist, Composer, Performer, Entertainer, Sound Recordist, Sound Designer, Sound Engineer, Sound Mixer",Year, ,No,Perth,AUD,Year 12,Diploma of Music Industry,Equivalent ,D,6.0,Yes,Years,1.0,Yes,IELTS,Yes,No
English,, ,Australia,Yes,https://www.ecu.edu.au/degrees/courses/diploma-of-musical-theatre,ATAR,Western Australian Academy of Performing Arts,No,"Students will develop skills in acting, singing and dancing, and the important integration of all three, through highly practical classes and production projects.",Edith Cowan University, ,DIP,"Actor, Singer, Performer, Entertainer, Dancer",Year, ,No,Perth,AUD,Year 12,Diploma of Musical Theatre,Equivalent ,D,6.0,Yes,Years,1.0,Yes,IELTS,Yes,No
English,, ,Australia,Yes,https://www.ecu.edu.au/degrees/courses/diploma-of-screen-performance,ATAR,Western Australian Academy of Performing Arts,No,"On successful completion of the course, students will have combined screen acting, storytelling, and industry practice into a tangible performance skill; acquired a basic knowledge of camera operation and script analysis in the context of screen performance; and understand the communication and pre-professional skills necessary to audition for and perform roles in television and film.",Edith Cowan University, ,DIP,"actor, film and television actor, performer, screen actor",Year, ,No,Perth,AUD,Year 12,Diploma of Screen Performance,Equivalent ,D,6.0,Yes,Years,1.0,Yes,IELTS,Yes,No
English,, ,Australia,Yes,https://www.ecu.edu.au/degrees/courses/indigenous-university-orientation-course,ATAR,Kurongkurl Katitjin,No,"Additionally, students will be introduced to university life at ECU and will have access to course and career advice to assist in making informed decisions about undergraduate degree selection. The course is suitable for recent school leavers and mature age students who have not previously studied at university.",Edith Cowan University, ,SHORT COURSES,,, ,Yes,Perth,AUD,Year 12,Indigenous University Orientation Course,Equivalent ,D,6.0,Yes,Years,,Yes,IELTS,Yes,Yes
English,, ,Australia,Yes,https://www.ecu.edu.au/degrees/courses/indigenous-university-orientation-course,ATAR,Kurongkurl Katitjin,No,"Additionally, students will be introduced to university life at ECU and will have access to course and career advice to assist in making informed decisions about undergraduate degree selection. The course is suitable for recent school leavers and mature age students who have not previously studied at university.",Edith Cowan University, ,SHORT COURSES,,, ,Yes,Perth,AUD,Year 12,Indigenous University Orientation Course,Equivalent ,D,6.0,Yes,Years,,Yes,IELTS,Yes,Yes
English,, ,Australia,Yes,https://www.ecu.edu.au/degrees/courses/indigenous-university-orientation-course,ATAR,Kurongkurl Katitjin,No,"Additionally, students will be introduced to university life at ECU and will have access to course and career advice to assist in making informed decisions about undergraduate degree selection. The course is suitable for recent school leavers and mature age students who have not previously studied at university.",Edith Cowan University, ,SHORT COURSES,,, ,Yes,Bunbury,AUD,Year 12,Indigenous University Orientation Course,Equivalent ,D,6.0,Yes,Years,,Yes,IELTS,Yes,Yes
English,, ,Australia,Yes,https://www.ecu.edu.au/degrees/courses/uniprep-accelerate,ATAR,Academic Pathway Programs,No,"The course is a fee-free program for near miss ATAR students to prepare themselves well for university studies in a supported learning environment. For eligible students, the program will bridge the gap between secondary and university studies by providing academic skills development, university experiences, and an accessible pathway to university study. ",Edith Cowan University,55,UG,,, ,No,Perth,AUD,Year 12,UniPrep Accelerate,Equivalent ,D,6.0,Yes,Years,,Yes,IELTS,Yes,No
English,, ,Australia,Yes,https://www.ecu.edu.au/degrees/courses/university-preparation-course,ATAR,Academic Pathway Programs,No,"The course is conducted in a supportive and hands-on environment, and covers learning skills, research and writing processes, numeracy tools and accessing knowledge. Additionally, students will be introduced to university life at ECU and will have access to course and career advice to assist in making informed decisions about undergraduate degree selection. The course is suitable for both recent school leavers and mature age students who have not studied at university previously.",Edith Cowan University, ,SHORT COURSES,,, ,Yes,Perth,AUD,Year 12,University Preparation Course,Equivalent ,D,6.0,Yes,Years,,Yes,IELTS,Yes,Yes
